A destacar,Jornada Laboral,Competencies TIC,Altres competències tècniques,Altres denominacions,Retribució,Classificador del contingut per Sector,RRHH i materials,Categoria Professional,Guanys mitjans,Inversions inicials,Competencies Clau,Interessos Professionals,Experiència,Tasques,Introducció Formació reglada,Altres elements peculiars,URL,Descripció autònom,Formació reglada,Valoració del Gestor,Descripcó del contingut (Obligatori),Titol del contingut,Linia,Qualificacions professionals,_id,Formació Complementària
,"Jornada completa o parcial, con la realización de turnos. Se trabaja en fines de semana y días festivos.",,"Manejo básico de un ordenador.Conocimientos de los programas específicos utilizados en este entorno (reserva de billetes, información de los vuelos, etc.)",Agente de handling de pasajeros; Passenger Service Agent; Auxiliar de tierra; Agente de facturación; Passenger Handling Agent.,"El rango salarial se sitúa entre los 16.061 y los 22.900 euros anuales brutos. La mediana salarial está entorno los 19.178 euros anuales brutos.Fuente de referencia: Estudio 'Observatorio de Ocupaciones y Salarios del Mercado de Trabajo Actual. Barcelona Activa', elaborado por ICSA Grupo. Abril 2015.",Transporte aéreo | ,,Personal especializado | ,,,Iniciativa: Nivel 2 | Preocupación por el orden y la calidad: Nivel 2 | Comunicación: Nivel 2 | Flexibilidad y gestión del cambio: Nivel 2 | Orientación al cliente: Nivel 1 | Planificación y organización: Nivel 1 | ,"Atención al público - El trato directo y cercano con las personas y relacionarse en público son aspectos altamente motivadores para las personas que muestran interés en el campo de atención al público. La orientación a las personas y a la satisfacción de las necesidades de los clientes son clave en las actividades profesionales englobadas en este campo y conllevan la necesidad de conocer las técnicas adecuadas para atender al público y poder dar un servicio adecuado a sus necesidades y expectativas. Las actividades de asistencia y guía en actos, viajes o equipamientos o el asesoramiento sobre productos y servicios son un buen ejemplo. | ","Se recomienda tener experiencia en trabajos de cara al público, de atención y información al cliente, así como en tareas administrativas.","Revisa la información disponible sobre los pasajeros que tienen que facturar para detectar si hay algún caso especial (personas discapacitadas, niños solos, etc.) En tal caso toma las medidas adecuadas: avisar al personal de atenciones especiales, al relaciones públicas de la compañía, etc.Se ocupa de la facturación de los pasajeros: Solicita los datos identificativos y los billetes (si los hay, ya que puede tratarse de reserva electrónica). Revisa que los pasajeros de vuelos internacionales tengan el pasaporte en regla y el permiso para entrar en los países a los que se dirigen. Supervisa la reserva y el vuelo de los pasajeros: fechas y hora, destino, puerta de embarque, tiempo entre conexiones, vuelos, etc. Si el pasajero no puede coger su vuelo de conexión, se encarga de buscar otro vuelo o de las gestiones de reserva de hotel, etc. Introduce los datos en el ordenador y realiza la reserva del asiento. Pregunta al pasajero sobre cuestiones relacionadas con la seguridad de su equipaje (si lleva materiales prohibidos, quien se ha encargado de hacer las maletas, etc.). Se encarga de la facturación del equipaje, controlando que no exceda del peso autorizado. Si el peso es superior al establecido se ocupa de cobrar según las tarifas. También revisa que el equipaje de mano no supere las medidas y peso establecidos por la compañía aérea. Informa el pasajero de la puerta y hora de embarque u otros datos como la duración del viaje.Atiende a los pasajeros para el embarque: Controla las tarjetas de embarque, así como sus datos identificativos. Se asegura de que todos los pasajeros que han facturado embarquen. En caso de que falte alguien utilizará el sistema de megafonía para localizarlo.Informa a los pasajeros que están en transito: puerta de embarque, tiempo para la conexión, etc. En algunos casos, si el intervalo es muy justo, los espera en la terminal y los acompaña personalmente a la puerta de embarque para que puedan llegar a tiempo.Informa sobre cualquier circunstancia indebida a las autoridades del aeropuerto.",,,http://w27.bcn.cat/porta22/es/fitxes/A/fitxa4416.jsp,,Certificat de Professionalitat de la Família Administració i gestió: Activitats administratives en la relació amb el client (Nivell 2) | Certificat de Professionalitat de la Família Administració i gestió: Activitats de gestió administrativa (Nivell 2) | Certificat de Professionalitat de la Família Administració i gestió: Assistència documental i de gestió en despatxos i oficines (Nivell 3) | Ciclo(s) Formativo(s) de la Familia Profesional Administración y gestión - Grado Medio: Gestión administrativa | ,3. Imprescindible,"Esta persona es la encargada de atender a los pasajeros en la terminal del aeropuerto. Sus funciones incluyen la facturación y el embarque de los pasajeros, así como informar de las conexiones entre vuelos.En el entorno aeroportuario se entiende por 'handling' todos aquellos servicios de asistencia a las aeronaves y pasajeros. Engloba actividades de facturación, de traslado de los pasajeros, de colocación de las escaleras, de limpieza del avión, de provisión del combustible, de gestión del equipaje y mercancías, de revisiones mecánicas, etc.",Administrativo/a de handling de pasajeros,1,,1,"Es indispensable el conocimiento del inglés con un mínimo de 3 años de academia o equiparable y se recomienda otro idioma comunitario. En el caso de los aeropuertos catalanes, se valora positivamente el conocimiento del catalán. Hay centros de formación que preparan para desarrollar esta ocupación."
,Horario por turnos muy variables ya que se deben ajustar a las necesidades de la línea aérea. Hay una legislación que determina el número máximo de horas y los descansos necesarios. Trabajan durante horas nocturnas y días festivos.,,"Conocimientos de informática a nivel de usuario. Se recomienda: Word a nivel de 60 pulsaciones/minuto, conocimeinto de confección y corrección de documentos (extensiones de documentos no superiores a 10 páginas). Excel a nivel confección de una hoja de cálculo y uso de funciones básicas entre celdas. Email a nivel de usuario (outlook, funciones básicas de reenvío, citas, grupos, etc.).Web browser a nivel de usario. Sistemas propios de AENA.",Chaquetas rojas,"El rango salarial se sitúa entre los 16.061 y los 22.900 euros anuales brutos. La mediana salarial está entorno los 19.178 euros anuales brutos.Fuente de referencia: Estudio 'Observatorio de Ocupaciones y Salarios del Mercado de Trabajo Actual. Barcelona Activa', elaborado por ICSA Grupo. Abril 2015.",Servicios aeroportuarios | ,,Personal especializado | ,,,Iniciativa: Nivel 3 | Preocupación por el orden y la calidad: Nivel 2 | Empatia: Nivel 2 | Comunicación: Nivel 2 | Orientación al cliente: Nivel 2 | Planificación y organización: Nivel 1 | ,"Atención al público - El trato directo y cercano con las personas y relacionarse en público son aspectos altamente motivadores para las personas que muestran interés en el campo de atención al público. La orientación a las personas y a la satisfacción de las necesidades de los clientes son clave en las actividades profesionales englobadas en este campo y conllevan la necesidad de conocer las técnicas adecuadas para atender al público y poder dar un servicio adecuado a sus necesidades y expectativas. Las actividades de asistencia y guía en actos, viajes o equipamientos o el asesoramiento sobre productos y servicios son un buen ejemplo. | ","Debido al carácter tan particular de esta ocupación no se pide experiencia previa. De hecho, se calcula que el tiempo de aprendizaje es de aproximadamente un año.Se recomienda tener experiencia en trabajo de cara al público en atención especial en sectores como son los hoteles, centros de descanso y servicios.","Atiende a los pasajeros que lo requieran durante toda la estancia en el aeropuerto, ayudándoles a realizar las diferentes gestiones: facturación, acceso al avión, etc.Recibe a los pasajeros que necesitan una atención especial, en el momento que son avisados por el personal de la compañía.Analiza el tipo de problemática que plantean y las posibles medidas que debe tomar: pedir una silla de ruedas para facilitar la circulación por el aeropuerto a las personas con discapacidades o a la gente mayor, conseguir el material especial para los niños que viajan solos, preparar la recepción de los VIP (Very Important People), etc. Esta tarea es muy variada.Se hace cargo, desde este momento y hasta el embarque, de los pasajeros con atención especial. En algunos casos deberá guiarlos por las instalaciones.Proporciona los servicios que ofrece la compañía en casos concretos, como folletos informativos en braille para personas con discapacidad visual. Gestiona, si porcede, los formalismos de seguridad para las personas con movilidad reducida.Se ocupa de los pasajeros con necesidades especiales cuando llegan en avión al aeropuerto. Recibe la información con antelación, por lo que ha podido hacer las preparaciones requeridas en cada caso.Acompaña a los pasajeros en tránsito a la puerta de embarque fijada.Guía los pasajeros por las dependencias del aeropuerto hasta el momento en que recogen el equipaje, en algunos casos incluso ayudándoles a completar los trámites de inmigración.Está en comunicación constante con el resto del personal de la compañía para la que trabaja, de manera a estar localizable si surge alguna incidencia.Realiza la función de relaciones públicas ya que, junto a la tripulación de cabina de pasajeros, representa la imagen de la compañía.Envía menajes al aeropuerto de destino con información detallada sobre los pasajeros para que se ocupen de aquellas personas que necesitan un trato especial. ","A pesar de que no hay una titulación específica requerida para el desempeño de esta profesión, se recomienda tener un nivel formativo de bachillerato o ciclos formativos (grado medio o superior).",,http://w27.bcn.cat/porta22/es/fitxes/A/fitxa4418.jsp,,"Certificat de Professionalitat de la Família Transport i manteniment de vehicles: Operacions auxiliars d'assistència a viatgers, equipatges, mercaderies i aeronaus en aeroports (Nivell 1) | Certificat de Professionalitat de la Família Transport i manteniment de vehicles: Assistència a viatgers, tripulacions, aeronaus i mercaderies en aeroports (Nivell 1) | Família Professional Administració i gestió | Certificat de Professionalitat de la Família Administració i gestió: Activitats de gestió administrativa (Nivell 2) | Certificat de Professionalitat de la Família Administració i gestió: Assistència documental i de gestió en despatxos i oficines (Nivell 3) | ",3. Imprescindible,"Es la persona que se encarga de atender a los pasajeros con necesidades especiales. Esto incluye un gran número de personas y situaciones: niños que viajan solos, personas con discapacidades, grupos, personal VIP, personas mayores, etc. Se trata de una ocupación que se basa en tener una gran disposición para ayudar a los pasajeros y capacidad para solucionar todo tipo de problemas.",Agente de atenciones especiales,2,,2,"Es necesario tener un buen nivel de inglés, pero se estima que también se demandará un buen conocimiento de francés, chino y árabe.La propia empresa realiza la formación necesaria."
,Horario por turnos. Depende del horario del aeropuerto.,,"Nociones de informática a nivel de usuario. Se recomienda: Word a un nivel de 60 pulsaciones/minuto, conocimiento en confección y corrección de documentos (extensiones de los documentos no superiores a 10 páginas). Excel a nivel de confección de una hoja de cálculo y uso de funciones básicas entre celdas. Email a nivel de usuario (outlook, funciones básicas de reenvío, citas, grupos, etc.).Web browser a nivel de usuario. Sistemas propios de AENA.","Agente de apoyo de atención a pasajeros, usuarios y clientes; Chaquetas verdes","El rango salarial se sitúa entre los 16.965 y los 25.130 euros anuales brutos. La mediana salarial está entorno los 20.648 euros anuales brutos.Fuente de referencia: Estudio 'Observatorio de Ocupaciones y Salarios del Mercado de Trabajo Actual. Barcelona Activa', elaborado por ICSA Grupo. Abril 2015.",Servicios aeroportuarios | ,,Personal especializado | ,,,Autocontrol: Nivel 1 | Empatia: Nivel 2 | Comunicación: Nivel 2 | Flexibilidad y gestión del cambio: Nivel 2 | Orientación al cliente: Nivel 2 | Planificación y organización: Nivel 1 | ,"Atención al público - El trato directo y cercano con las personas y relacionarse en público son aspectos altamente motivadores para las personas que muestran interés en el campo de atención al público. La orientación a las personas y a la satisfacción de las necesidades de los clientes son clave en las actividades profesionales englobadas en este campo y conllevan la necesidad de conocer las técnicas adecuadas para atender al público y poder dar un servicio adecuado a sus necesidades y expectativas. Las actividades de asistencia y guía en actos, viajes o equipamientos o el asesoramiento sobre productos y servicios son un buen ejemplo. | ","Se trata de una ocupación muy específica, enmarcada en el entorno aeroportuario. Se considera una profesión crítica de frontline cara al cliente, por este motivo resulta importante la selección, preparación y formación de este personal, ya que son la cara del aeropuerto y un indicador del servicio. Se recomienda haber trabajado de cara al público o tener experiencia en puntos de información.","Proporciona todo tipo de información a los pasajeros: vuelos, ubicación de las líneas aéreas, puertas de embarque, localización del equipaje, puntos de encuentro, servicios médicos, etc.Utiliza el programa informático de Aena llamado SIRE (Sistema de Información de Retrasos) para encontrar la información necesaria.Se encarga del control de los pasajeros que tienen alguna incidencia con los vuelos. Se asegura de que estén cómodos y atendidos por las líneas aéreas. En caso de necesidad, realiza reservas de hoteles.Ayuda al pasajero a intentar resolver cualquier problema que tenga. Estos pueden ser de índole muy variada: Se pone en contacto con embajadas, consulados y otras entidades, por ejemplo en caso de pérdida de documentación. Avisa a la policía si el pasajero ha sufrido un robo o al equipo de seguridad en caso de pérdida del equipaje. Contacta con departamentos del propio aeropuerto si es necesario.Se ocupa de los pasajeros desorientados, cuando no encuentran a sus familiares o llegan a un país cuyo idioma desconocen, por ejemplo.Muestra información relacionada de la región metropolitana en la que se ubica el aeropuerto: hoteles, transportes, mapas, etc.Escucha las quejas de los pasajeros y se encarga de gestionar sus reclamaciones.Funcionalmente, se considera el centro de recogida de los datos necesarios para la generación de estadísticas y seguimiento del control de calidad de servicio al cliente.Dirige a los pasajeros a otras terminales si se hayan en tránsito. ","Para acceder a esta ocupación, hay que superar el proceso de selección realizado por Aena y que incluye una prueba teórica, otra de inglés y una prueba opcional de la comunidad autónoma en la que se haya publicado la convocatoria. Respecto a la parte teórica, la facilita la misma Aena.Se considera que en un futuro inmediato, el conocimiento de otros idiomas será oblligatorio, orientado sobre todo al tipo de usuario de los nuevos mercados emergentes: rusos, chinos y árabes. Se considera que esta formación incidirá positivamente en atraer pasajeros en el momento de escoger el punto de escala o entrada en el país.",,http://w27.bcn.cat/porta22/es/fitxes/A/fitxa4419.jsp,,Certificat de Professionalitat de la Família Administració i gestió: Activitats administratives en la relació amb el client (Nivell 2) | Certificat de Professionalitat de la Família Administració i gestió: Activitats de gestió administrativa (Nivell 2) | Certificat de Professionalitat de la Família Administració i gestió: Assistència documental i de gestió en despatxos i oficines (Nivell 3) | Ciclo(s) Formativo(s) de la Familia Profesional Administración y gestión - Grado Medio: Gestión administrativa | ,3. Imprescindible,"Este profesional se dedica a atender, ayudar e informar a los pasajeros que están en tránsito en un aeropuerto. Su actividad es muy amplia ya que resuelve cualquier tipo de problemas que planteen los pasajeros. Son su punto de apoyo.En los aeropuertos españoles se les conoce como 'chaquetas verdes' por su indumentaria específica.",Agente de información al pasajero,3,,3,"Conocimiento del inglés superior al nivel del First Certificate, y de otro idioma.Hay centros de formación que imparten cursos destinados a superar el proceso de selección."
,"Los turnos de trabajo son de 8 horas, aunque en condiciones de carga importantes, pueden realizarse jornadas de hasta 12 horas. Depende en gran medida de los horarios del propio aeropuerto.",,Disponer del carnet de conducir B1 o B.Sensibilidad para relacionarse con el público.,"Agente de servicios aeroportuarios; Técnico/a de atención a pasajeros/as, vendedores/as y otras personas usuarias; Terminal duty manager","El rango salarial se sitúa entre los 16.061 y los 22.900 euros anuales brutos. La mediana salarial está entorno los 19.178 euros anuales brutos.Fuente de referencia: Estudio 'Observatorio de Ocupaciones y Salarios del Mercado de Trabajo Actual. Barcelona Activa', elaborado por ICSA Grupo. Abril 2015.",Servicios aeroportuarios | ,,Cargo intermedio | ,,,Orientación al logro: Nivel 3 | Iniciativa: Nivel 3 | Preocupación por el orden y la calidad: Nivel 3 | Comunicación: Nivel 3 | Flexibilidad y gestión del cambio: Nivel 2 | Planificación y organización: Nivel 1 | ,"Atención al público - El trato directo y cercano con las personas y relacionarse en público son aspectos altamente motivadores para las personas que muestran interés en el campo de atención al público. La orientación a las personas y a la satisfacción de las necesidades de los clientes son clave en las actividades profesionales englobadas en este campo y conllevan la necesidad de conocer las técnicas adecuadas para atender al público y poder dar un servicio adecuado a sus necesidades y expectativas. Las actividades de asistencia y guía en actos, viajes o equipamientos o el asesoramiento sobre productos y servicios son un buen ejemplo. | Gestión - La organización, dirección y control de una empresa o entidad constituyen el núcleo de interés de las personas afines al campo de gestión. Las actividades que se engloban en este campo de interés van desde la gestión eficiente de los recursos, los análisis de viabilidad y la solución de problemas empresariales, al desarrollo competencial y motivacional de los recursos humanos. Para llevar a cabo estas actividades se requieren conocimientos de técnicas específicas de dirección estratégica y gestión empresarial. | ",No se requiere experiencia previa debido al carácter peculiar de esta profesión. Es útil haber trabajado de cara al público.,"Supervisa que los dispositivos de seguridad que se aplican al aeropuerto estén en perfecto estado de funcionamiento: salidas de emergencia, extintores, etc.Asegura que el plan de emergencia del aeropuerto se mantiene y se envía a todo el personal del aeropuerto.Revisa y se asegura del correcto estado de limpieza de la terminal.Inspecciona las tareas del servicio de mantenimiento y de construcción del aeropuerto.Mantiene una vigilancia proactiva de las instalaciones y dependencias del aeropuerto, avisando los departamentos pertinentes en caso de falta o incidencia operativa. Esta tarea la realiza circulando por las instalaciones o utilizando el sistema de monitorización que está instalado en su oficina para facilitar el control de los puntos estratégicos de la terminal.Atiende al personal que trabaja en la terminal para ver cuales son los posibles problemas.Coordina las empresas auxiliares del aeropuerto: compañías, agencias de viaje, tiendas, catering, operadores, etc. Además se encarga de controlar que cumplan la normativa del aeropuerto.Resuelve incidencias que pueden ser muy variadas: quejas de las personas usuarias, niños/as perdidos/as, fallo de los sistemas de información al pasajero/a, llegadas al aeropuerto de personas famosas, etc. En general, esto implica ponerse en contacto con diferentes entidades: policías, prensa, servicio de seguridad, bomberos.En algunos casos cambia el plan de contingencia establecido.Elabora un informe para dejar un registro del funcionamiento de la terminal durante su jornada laboral.Hace de enlace entre las compañías que operan en la terminal y el/la director/a del aeropuerto. ","Para ejercer como agente responsable de terminal se ha de superar el proceso de selección que realiza Aena. Este consta de un examen teórico basado en un temario que facilita la propia Aena, una prueba de inglés y una prueba del idioma de la comunidad autónoma donde vaya a ejercer. Es necesario disponer del título de bachillerato o de ciclo formativo de grado medio o superior.",,http://w27.bcn.cat/porta22/es/fitxes/A/fitxa4420.jsp,,,3. Imprescindible,"Este/a profesional es responsable de la operativa de la terminal de los aeropuertos. Controla el estado, el acceso y el uso de las instalaciones, gestionando las incidencias y supervisando las tareas de los/las diferentes agentes que intervienen en su funcionamiento (seguridad, servicios de limpieza, compañías, tiendas, restaurantes, vendedores/as, etc.). Cabe recordar que estos espacios están transitados por numerosas personas, de forma ininterrumpida durante todo el año en muchos aeropuertos, por lo que esta función de coordinación es indispensable para que todo se articule correctamente.",Agente responsable de terminal,4,,4,"Es imprescindible tener un buen nivel de inglés.Hay centros de formación que preparan para las pruebas de selección de Aena, explicando el temario y repasando pruebas anteriores.Se recomienda tener conocimientos sobre normativas de seguridad e higiene."
,"Jornada completa o parcial, con la realización de turnos. Se trabaja en fines de semana y días festivos.",,Imprescindible disponer de carnet de conducir B.Buenas condiciones físicas.Conocimientos de manipulación de equipos de carga.Curso específico de manipulación de mercancías IATA.,Agente de handling; Baggage handler; Agente de asistencia en tierra; Operador/a de rampa; Ramp Agent,"El rango salarial se sitúa entre los 15.428 y los 19.293 euros anuales brutos. La mediana salarial está entorno los 17.253 euros anuales brutos.Fuente de referencia: Estudio 'Observatorio de Ocupaciones y Salarios del Mercado de Trabajo Actual. Barcelona Activa', elaborado por ICSA Grupo. Abril 2015.",Transporte aéreo | ,,Personal no especializado | ,,,Orientación al logro: Nivel 1 | Iniciativa: Nivel 1 | Preocupación por el orden y la calidad: Nivel 2 | Flexibilidad y gestión del cambio: Nivel 1 | ,"Manipulativo - Los intereses de las personas afines al campo manipulativo se relacionan con el montaje, mantenimiento, reparación y uso de maquinaria, herramientas y instalaciones. La realización de tareas de ajuste y configuración de máquinas, la revisión de los equipos técnicos para detectar incidencias en su funcionamiento, el manejo de maquinaria en procesos de producción y la conducción de vehículos especializados, son un buen ejemplo de actividades profesionales que se engloban en este campo manipulativo. | ",En general no se pide experiencia. Puede ser útil haber trabajado en actividades de logística; la logística aérea es más específica y se encuentra mucho más regulada.,"Recoge el equipaje que se ha facturado en las dependencias del aeropuerto.Clasifica la carga, según los códigos específicos para informar del vuelo al que debe ser transportado el material. Se asegura de que cada ítem vaya al avión correcto.Transporta y carga el equipaje, las mercancías y el correo al avión. Opera con equipamiento de carga especializado: vehículos con remolques, equipos de elevación o cintas de transporte. En algunos casos tendrá que manipularlos manualmente.Atiende la información que le proporciona el coordinador de vuelo sobre la colocación de la carga. Es muy importante que esta se encuentre distribuida de manera equilibrada en el avión y en conformidad con la normativa establecida.Descarga el equipaje del avión, separando lo que va a las cintas de recogida del aeropuerto y lo que sigue en tránsito y, por tanto, tiene que ser distribuido a otro vuelo.Se encarga también del transporte del catering.En algunos casos debe realizar otras tareas relacionadas con el handling: recogida de los pasajeros y transporte en autobús, limpieza del avión, etc.Se asegura que la carga del combustible se realiza de acuerdo a las regulaciones vigentes.Se asegura que la aeronave queda limpia antes de la entrada del pasaje. ","Se pide un nivel de formación equivalente a la educación obligatoria, aunque no es un requerimiento indispensable. Para la manipulación de ciertas cargas se recomienda un nivel de formación en 'Manipulación de Mercancías especiales o peligrosas'.",,http://w27.bcn.cat/porta22/es/fitxes/O/fitxa4421.jsp,,"Certificat de Professionalitat de la Família Transport i manteniment de vehicles: Assistència a viatgers, tripulacions, aeronaus i mercaderies en aeroports (Nivell 1) | ",3. Imprescindible,"Es la persona encargada de manipular equipajes, mercancías y correo. Se ocupa de su almacenaje y traslado, así como de su carga y descarga del avión.En el entorno aeroportuario se entiende por 'handling' todos aquellos servicios de asistencia a las aeronaves y pasajeros. Engloba actividades de facturación, de traslado de los pasajeros, de colocación de las escaleras, de limpieza del avión, de provisión del combustible, de gestión del equipaje y mercancías, de revisiones mecánicas, etc.",Operador/a de handling de carga,5,,5,"La propia empresa realiza un curso de formación específico sobre manipulación de equipos de carga y nociones de seguridad. En algunos casos es necesario superarlo antes de ser contratado. Obligatorio por la normativa JAR la formación en mercancías peligrosas y seguridad aeroportuaria. Las JAR (Joint Aviation Requirements) son el conjunto de recomendaciones que deben cumplir las aeronaves que operan en cualquiera de los paises europeos, y que han sido propuestas por las autoridades de aviación civil de los paises que forman parte. En un futuro inmediato se espera una exigencia más rigurosa en la formación en este campo, en el que se formará en riesgos laborales no cubiertos actualmente, como la amenaza biológica o portección de enfermedades vegetales o animales (protección zoo y fitosanitaria)."
,Horario por turnos muy variable ya que deben ajustarse a las necesidades de la línea aérea. Existe una legislación que fija la cantidad máxima de horas y los descansos necesarios. Trabajan durante horas nocturnas y días festivos. La experiencia de los pilotos (el rango) determina los horarios y vuelos.,,"Conocimiento de la normativa de la aviación. Leyes básicas del estado de la matrícula de la aeronave, primeros auxilios, psicologia e informática.",Piloto de aviones,"Posiciones junior: el rango salarial se sitúa entre los 25.438 y los 36.263 euros anuales brutos. La mediana salarial está entorno los 30.370 euros anuales brutos. Posiciones sénior: el rango salarial se sitúa entre los 59.666 y los 78.828 euros anuales brutos. La mediana salarial está entorno los 68.582 euros anuales brutos.Fuente de referencia: Estudio 'Observatorio de Ocupaciones y Salarios del Mercado de Trabajo Actual. Barcelona Activa', elaborado por ICSA Grupo. Abril 2015.  ",Transporte aéreo | ,,Técnico/a | ,,,Preocupación por el orden y la calidad: Nivel 3 | Pensamiento analítico: Nivel 3 | Autocontrol: Nivel 2 | Iniciativa: Nivel 2 | Comunicación: Nivel 2 | Pensamiento conceptual: Nivel 1 | ,"Manipulativo - Los intereses de las personas afines al campo manipulativo se relacionan con el montaje, mantenimiento, reparación y uso de maquinaria, herramientas y instalaciones. La realización de tareas de ajuste y configuración de máquinas, la revisión de los equipos técnicos para detectar incidencias en su funcionamiento, el manejo de maquinaria en procesos de producción y la conducción de vehículos especializados, son un buen ejemplo de actividades profesionales que se engloban en este campo manipulativo. | ","Para entrar a trabajar en una línea aérea no se pide en general experiencia previa. La propia empresa se encarga de facilitar la formación pertinente para el modelo de avión concreto que se pilotará. La regulación es muy estricta y se necesitan unos conocimientos y entrenamientos concretos para cada modelo y hace falta pasar exámenes para ser autorizado a pilotarlo. De esta manera, el piloto va adquiriendo experiencia a lo largo de su carrera profesional y obteniendo permisos para poder trabajar con aviones de mayor envergadura.","Dirige el 'preflight-test' (examen que precede el vuelo), comprobando que todo el equipamiento funciona correctamente: los motores, los instrumentos y los demás sistemas. Para desarrollar su actividad estos profesionales utilizan todo tipo de equipamiento: altímetros, anemómetros (miden la velocidad), instrumentos de navegación y vuelo, etc. Sobretodo, mantienen contacto vía radio con los controladores aéreos.Traza el plan de vuelo detalladamente.Consulta con los despachadores de vuelo y los meteorólogos la previsión del tiempo. Si es necesario varía la ruta, la velocidad o altura para proporcionar el vuelo más seguro, fluido, rápido y económico.Se asegura de que la carga esté correctamente colocada.Coordina el resto de la tripulación, dando instrucciones para que realicen sus tareas.Realiza la operación de despegue, una de las operaciones más complejas y para la que es fundamental la correcta compenetración entre el piloto comandante y el copiloto. El comandante se encarga de dirigir el avión mientras que el copiloto analiza el panel de instrucciones. Cuando se consigue la velocidad adecuada, el copiloto avisa al comandante y este inicia la maniobra de despegue.Se encarga del vuelo: Normalmente, se opera con el piloto automático, de modo que el piloto se encarga de supervisar el correcto funcionamiento y de monitorizar los datos: combustible, estado de los motores, aire acondicionado y demás sistemas. En determinados casos tiene que cambiar la ruta o la altura. Si la visibilidad es mala, tiene que confiar totalmente en los instrumentos de los que dispone para maniobrar. Realiza la operación de vuelo manual en caso de emergencia. Proporciona información a los pasajeros desde la cabina, por medio del micrófono (altura, tiempo previsto, estado del vuelo, etc.)Mantiene comunicación constante con los controladores de torre, de aproximación y de ruta, que le transmiten las debidas autorizaciones de despegue y aterrizaje, recomendaciones sobre los márgenes a mantener durante el vuelo e instrucciones para aterrizar.Aterriza con la ayuda de los controladores. Esta tarea exige mucha concentración y coordinación entre piloto comandante y copiloto.Realiza el denominado 'taxiing' o rodaje, que es el conjunto de maniobras de circulación para situar el avión de la puerta de embarque a la pista y para devolverlo al aparcamiento.Reporta la información técnica del vuelo: duración, altura y consumo de combustible.Es responsable de realizar regularmente ejercicios en simuladores de vuelo para practicar situaciones de emergencia.Se asegura que el plan de vuelo es correcto. En función de la compañía de transporte aéreo, puede realizar su propio plan de vuelo. ","Es necesario realizar la formación en aeroclubes o escuelas privadas. Su duración es de dos años y el programa está regulado. Consta tanto de parte teórica como práctica (200 horas de vuelo). Para acceder a estos cursos se pide un nivel de estudios de Bachillerato, COU o equivalente (ciclo formativo de grado superior)",,http://w27.bcn.cat/porta22/es/fitxes/P/fitxa4422.jsp,,Grau: Pilot d'aviació comercial i operacions aèries | ,3. Imprescindible,"Los pilotos de línea aérea transportan por aire a pasajeros y carga, en general siguiendo rutas y horarios prefijados. La seguridad de los pasajeros y de la tripulació es el aspecto más importante de su actividad. Para ello, existe una normativa de operaciones y una legislación muy estrictas que debe observar al detalle. Por otro lado el transporte aéreo es también un servicio y por tanto los pilotos también tienen que realizar sus tareas teniendo en cuenta factores económicos y de puntualidad. En general se necesitan dos pilotos para manejar un avión. El piloto comandante y el copiloto llevan a cabo las mismas tareas pero el comandante tiene la autoridad y la responsabilidad del vuelo.",Piloto de línea aérea,6,,6,"La formación necesaria se obtiene mediante estudios de piloto comercial que se realizan en los aeroclubes o escuelas privadas.Aunque en general las propias líneas aéreas son las que proporcionan la formación adicional para poder pilotar los modelos de los que disponen, en algunos casos se puede pedir que estos conocimientos ya estén adquiridos. Los cursos para hacer las horas necesarias y para autorizar el pilotaje de un determinado modelo se pueden realizar en las escuelas de pilotos.Es imprescindible el conocimiento del inglés (los estudios de piloto incluyen clases de inglés técnico). En función de los nuevos requisitos lingüísticos de OACI será necesario el nivel 4.Para acceder a los estudios hay que superar un examen de matemáticas y de física (del nivel de COU)."
